year,month,state,district,avg_temp_celsius,avg_rainfall_mm
2024,3,Punjab,Bathinda,27.88,23.25
2024,4,Punjab,Bathinda,27.77,47.59
2024,5,Punjab,Bathinda,34.24,40.4
2024,6,Punjab,Bathinda,29.11,313.47
2024,7,Punjab,Bathinda,33.95,195.12
2024,8,Punjab,Bathinda,29.75,180.26
2024,9,Punjab,Bathinda,29.49,326.84
2024,10,Punjab,Bathinda,27.0,45.92
2024,11,Punjab,Bathinda,27.4,19.95
2024,12,Punjab,Bathinda,17.97,10.14
2024,1,Maharashtra,Pune,19.63,26.64
2024,2,Maharashtra,Pune,15.17,12.12
2024,3,Maharashtra,Pune,25.37,10.57
2024,4,Maharashtra,Pune,31.83,14.71
2024,5,Maharashtra,Pune,29.82,18.18
2024,6,Maharashtra,Pune,33.16,139.61
2024,7,Maharashtra,Pune,30.37,100.65
2024,8,Maharashtra,Pune,34.1,219.32
2024,9,Maharashtra,Pune,29.64,118.42
2024,10,Maharashtra,Pune,29.89,20.36
2024,11,Maharashtra,Pune,26.45,10.21
2024,12,Maharashtra,Pune,21.56,42.17
2024,1,Maharashtra,Nashik,18.87,18.61
2024,2,Maharashtra,Nashik,15.94,19.5
2024,3,Maharashtra,Nashik,30.53,16.33
2024,4,Maharashtra,Nashik,25.21,35.57
2024,5,Maharashtra,Nashik,30.15,46.26
2024,6,Maharashtra,Nashik,34.44,248.39
2024,7,Maharashtra,Nashik,28.59,319.83
2024,8,Maharashtra,Nashik,29.56,101.66
2024,9,Maharashtra,Nashik,32.74,169.19
2024,10,Maharashtra,Nashik,28.64,46.89
2024,11,Maharashtra,Nashik,31.5,49.67
2024,12,Maharashtra,Nashik,21.4,22.66
2024,1,Maharashtra,Nagpur,18.52,40.77
2024,2,Maharashtra,Nagpur,19.83,47.04
2024,3,Maharashtra,Nagpur,29.65,44.41
2024,4,Maharashtra,Nagpur,26.03,10.87
2024,5,Maharashtra,Nagpur,28.68,24.28
2024,6,Maharashtra,Nagpur,28.97,331.64
2024,7,Maharashtra,Nagpur,31.15,193.07
2024,8,Maharashtra,Nagpur,30.38,268.32
2024,9,Maharashtra,Nagpur,31.47,309.82
2024,10,Maharashtra,Nagpur,25.11,47.68
2024,11,Maharashtra,Nagpur,26.9,45.75
2024,12,Maharashtra,Nagpur,21.31,34.06
2024,1,Maharashtra,Aurangabad,19.36,46.33
2024,2,Maharashtra,Aurangabad,16.89,20.9
2024,3,Maharashtra,Aurangabad,29.95,46.14
2024,4,Maharashtra,Aurangabad,30.91,13.18
2024,5,Maharashtra,Aurangabad,34.1,23.96
2024,6,Maharashtra,Aurangabad,34.64,161.66
2024,7,Maharashtra,Aurangabad,32.15,136.36
2024,8,Maharashtra,Aurangabad,28.22,275.35
2024,9,Maharashtra,Aurangabad,30.88,313.56
2024,10,Maharashtra,Aurangabad,25.92,48.69
2024,11,Maharashtra,Aurangabad,27.13,45.88
2024,12,Maharashtra,Aurangabad,17.44,25.57
2024,1,Maharashtra,Satara,18.83,49.18
2024,2,Maharashtra,Satara,19.92,21.53
2024,3,Maharashtra,Satara,31.38,10.13
2024,4,Maharashtra,Satara,25.9,28.32
2024,5,Maharashtra,Satara,30.55,39.78
2024,6,Maharashtra,Satara,31.13,102.67
2024,7,Maharashtra,Satara,33.11,341.11
2024,8,Maharashtra,Satara,32.13,339.31
2024,9,Maharashtra,Satara,33.22,144.85
2024,10,Maharashtra,Satara,27.96,43.36
2024,11,Maharashtra,Satara,28.92,38.72
2024,12,Maharashtra,Satara,15.76,25.56
